DateTime,Symbol,ST_1m,ST_DIR_1m,PickST_1m,ST_3m,ST_UP_3m,ST_DN_3m,ST_DIR_3m,PickST_3m,SIGNAL,CLOSE,Target 1,Target 2,StopLoss,ST_12m,ST_UP_12m,ST_DN_12m,ST_DIR_12m,EMA_3m,RSI_3m,RSISMA_3m,OPEN,HIGH,LOW,EMA_1m,RSI_1m,RSISMA_1m,CE_M2M,CE_M2M_CUM,PE_M2M,PE_M2M_CUM,M2M,FLAG,C_T_FLAG,P_T_FLAG,ORDER_STATUS,CALL QTY BAL,PUT QTY BAL
2024-10-17 09:29:00+05:30,NIFTY24O1724950CE,55.03283927201078,-1,59.43546641377165,66.69345911522798,nan,66.69345911522798,-1,72.02893584444622,"CALL BUY3m at  45.20,  T1 skip TGT1: 49.30, T2 C_S3: 54.00  &  SL  62.69",45.2,49.3,54.0,62.6918515683143,87.35815629162315,nan,87.35815629162315,-1,70.95556755552579,22.666398507036007,33.574896358297664,41.75,45.75,40.65,54.455120032201044,27.766048322403574,29.482098307024973,0,0,0,0,0,1,5,0,{'No Status'},2,0
2024-10-17 09:30:00+05:30,NIFTY24O1724950CE,55.03283927201078,-1,59.43546641377165,66.25411320370517,nan,66.25411320370517,-1,71.5544422600016,CALL SL HIT  at   44.4,44.4,49.3,54.0,62.6918515683143,87.35815629162315,nan,87.35815629162315,-1,67.15579259861396,22.42109566206363,32.01694828892041,45.35,45.8,44.4,53.01255186433559,27.240523653188767,28.611770721769467,-0.8000000000000043,-0.8000000000000043,0,0,0,10,5,0,{'No Status'},2,0
2024-10-17 09:30:00+05:30,NIFTY24O1724950CE,55.03283927201078,-1,59.43546641377165,65.51911320370519,nan,65.51911320370519,-1,70.7606422600016,"CALL BUY3m at  42.25,  T1 skip TGT1: 46.10, T2 C_S3: 54.00  &  SL  61.59",42.25,46.1,54.0,61.587966411482874,87.35815629162315,nan,87.35815629162315,-1,66.84864974147109,21.784648648227726,31.971487787932137,45.35,45.8,41.95,52.705409007192735,26.024374327785065,28.52490291281206,0,-0.8000000000000043,0,0,-0.8000000000000043,1,5,0,{'No Status'},2,0
2024-10-17 09:31:00+05:30,NIFTY24O1724950CE,54.01621482929586,-1,58.33751201563953,65.2641132037052,nan,65.2641132037052,-1,70.48524226000161,CALL SL HIT  at   43.2,43.2,46.1,54.0,61.587966411482874,87.35815629162315,nan,87.35815629162315,-1,66.98436402718538,22.061357336751843,31.991252694255287,42.85,43.2,42.8,51.4454526184101,26.713975256726254,27.839131629205415,0.9500000000000028,0.14999999999999858,0,0,-0.8000000000000043,10,5,0,{'No Status'},2,0
2024-10-17 09:31:00+05:30,NIFTY24O1724950CE,53.05621482929586,-1,57.30071201563953,64.81411320370519,nan,64.81411320370519,-1,69.99924226000161,"CALL BUY3m at  41.30,  T1 skip TGT1: 45.00, T2 C_S3: 54.00  &  SL  60.93",41.3,45.0,54.0,60.92526641148287,87.23815920656051,nan,87.23815920656051,-1,66.7129354557568,21.51479531577768,31.95221254989999,42.85,43.2,39.6,51.17402404698153,25.451160909143805,27.7489306043781,0,0.14999999999999858,0,0,0.14999999999999858,1,5,0,{'No Status'},2,0
2024-10-17 09:31:00+05:30,NIFTY24O1724950CE,53.05621482929586,-1,57.30071201563953,64.81411320370519,nan,64.81411320370519,-1,69.99924226000161,CALL SL HIT  at   42.9,42.85,45.0,54.0,60.92526641148287,87.23815920656051,nan,87.23815920656051,-1,66.93436402718538,21.958598002168966,31.98391274178508,42.85,43.2,39.6,51.395452618410104,26.344181307609563,27.81271777569708,1.5500000000000043,1.7000000000000028,0,0,0.14999999999999858,10,5,0,{'No Status'},2,0
2024-10-17 09:32:00+05:30,NIFTY24O1724950CE,54.45621482929586,-1,58.81271201563953,66.69345911522798,nan,66.69345911522798,-1,72.02893584444622,"CALL BUY3m at  48.70,  T1 C_S3: 54.00, T2 TGT2: 57.50  &  SL  62.69",48.7,54.0,57.5,62.6918515683143,90.91319746511337,nan,90.91319746511337,-1,67.77007831289967,26.246410102739592,32.290185034682985,45.45,52.25,45.45,51.292020611698455,35.192953076188765,27.99131451933958,0,1.7000000000000028,0,0,1.7000000000000028,1,0,0,{'No Status'},2,0
2024-10-17 09:32:00+05:30,NIFTY24O1724950CE,54.45621482929586,-1,58.81271201563953,66.69345911522798,nan,66.69345911522798,-1,72.02893584444622,CALL SL HIT  at   50.6,50.65,54.0,57.5,62.6918515683143,90.91319746511337,nan,90.91319746511337,-1,68.0486497414711,28.082215859625165,32.42131401731767,45.45,52.25,45.45,51.57059204026989,37.810250584108694,28.17826434133386,1.9499999999999957,3.6499999999999986,0,0,1.7000000000000028,10,0,0,{'No Status'},2,0
2024-10-17 09:33:00+05:30,NIFTY24O1724950CE,54.45621482929586,-1,58.81271201563953,66.69345911522798,nan,66.69345911522798,-1,72.02893584444622,"CALL BUY3m at  45.90,  T1 C_S3: 54.00, T2 TGT2: 54.20  &  SL  62.69",45.9,54.0,54.2,62.6918515683143,90.91319746511337,nan,90.91319746511337,-1,64.03353651309767,24.613977059305036,30.721263925919466,44.0,46.6,44.0,49.90948705492521,32.455979879809675,27.457971601410804,0,3.6499999999999986,0,0,3.6499999999999986,1,0,0,{'No Status'},2,0
2024-10-17 09:33:00+05:30,NIFTY24O1724950CE,54.45621482929586,-1,58.81271201563953,66.35870188333467,nan,66.35870188333467,-1,71.66739803400145,CALL SL HIT  at   42.9,42.9,54.0,54.2,62.6918515683143,90.91319746511337,nan,90.91319746511337,-1,63.60496508452624,21.955226628884855,30.531353180889454,44.0,46.6,42.25,49.48091562635378,28.287292346521493,27.16020820617593,-3.0,0.6499999999999986,0,0,3.6499999999999986,10,0,0,{'No Status'},2,0
2024-10-17 09:34:00+05:30,NIFTY24O1724950CE,52.97718061055669,-1,57.215355059401226,66.07370188333468,nan,66.07370188333468,-1,71.35959803400145,"CALL BUY3m at  41.70,  T1 skip TGT1: 45.50, T2 C_S3: 54.00  &  SL  62.11",41.7,45.5,54.0,62.109279770334595,90.91319746511337,nan,90.91319746511337,-1,63.43353651309767,21.584073045728143,30.504842210663977,41.7,41.7,41.7,48.25915216952773,27.484519848266583,26.996881137722532,0,0.6499999999999986,0,0,0.6499999999999986,1,5,0,{'No Status'},2,0
2024-10-17 09:34:00+05:30,NIFTY24O1724950CE,53.27218061055668,-1,57.53395505940122,65.84870188333467,nan,65.84870188333467,-1,71.11659803400144,CALL SL HIT  at   42.6,42.65,45.5,54.0,62.109279770334595,90.91319746511337,nan,90.91319746511337,-1,63.56925079881196,21.87685409496116,30.525755142752047,41.7,42.7,40.55,48.39486645524202,28.85636945806817,27.0948703955655,0.9499999999999957,1.5999999999999943,0,0,0.6499999999999986,10,5,0,{'No Status'},2,0
2024-10-17 09:34:00+05:30,NIFTY24O1724950CE,52.99218061055668,-1,57.23155505940122,64.48370188333467,nan,64.48370188333467,-1,69.64239803400146,"CALL BUY3m at  36.50,  T1 skip TGT1: 39.80, T2 P_S1: 40.10  &  SL  60.61",36.5,39.8,40.1,60.61467977033459,89.83322369954962,nan,89.83322369954962,-1,62.69067937024053,20.1108507786008,30.399612048726308,41.7,44.25,36.0,47.51629502667059,24.32392377817988,26.77112427557348,0,1.5999999999999943,0,0,1.5999999999999943,1,5,0,{'No Status'},2,0
2024-10-17 09:35:00+05:30,NIFTY24O1724950CE,44.568462549501014,-1,48.1339395534611,62.98370188333467,nan,62.98370188333467,-1,68.02239803400144,CALL SL HIT  at   32.3,32.3,39.8,40.1,60.61467977033459,88.33326013626663,nan,88.33326013626663,-1,62.09067937024053,19.060085614667162,30.32455739415962,32.2,32.85,31.0,44.80988553306459,22.442098826465656,26.291992445939815,-4.200000000000003,-2.6000000000000085,0,0,1.5999999999999943,10,5,0,{'No Status'},2,0
